frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,smoothed_composite,onset_slope,event_status,face_bbox,mp_valence,mp_smile
1,0.033,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,,0.0000,0.0000
2,0.067,none,0.0000,Neutral,---,---,,---,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,IDLE,,0.0000,0.0000
3,0.100,haar,0.0553,Anger,---,---,,---,0.0010,0.1666,0.5514,0.0913,0.0000,0.0184,0.000000,IDLE,"109,48,187,139",-0.0950,0.0001
4,0.133,haar,0.0227,Neutral,---,---,,---,0.0045,0.0576,0.5433,0.1113,0.4629,0.0195,0.000000,IDLE,"109,48,188,140",-0.1152,0.0001
5,0.167,haar,0.0000,Neutral,---,---,,---,0.0017,-0.0175,0.6558,0.1158,0.0278,0.0156,0.000000,IDLE,"109,48,188,141",-0.1261,0.0001
6,0.200,haar,0.0110,Neutral,---,---,,---,0.0020,0.0283,0.5245,0.1192,0.0453,0.0148,0.000000,IDLE,"109,48,188,141",-0.1331,0.0000
7,0.233,haar,0.0075,Neutral,---,---,,---,0.0036,0.0141,0.5884,0.1199,0.0039,0.0138,0.000000,IDLE,"109,48,188,141",-0.1361,0.0000
8,0.267,haar,0.0072,Neutral,---,---,,---,0.0020,0.0165,0.5182,0.1215,0.0119,0.0130,0.000000,IDLE,"109,48,188,141",-0.1459,0.0000
9,0.300,haar,0.0057,Neutral,---,---,,---,0.0016,0.0134,0.5798,0.1202,0.0024,0.0122,0.000000,IDLE,"109,48,188,141",-0.1461,0.0000
10,0.333,haar,0.0145,Neutral,---,---,,---,0.0012,0.0403,0.5438,0.1207,0.0138,0.0124,0.001239,IDLE,"109,47,188,141",-0.1558,0.0000
11,0.367,haar,0.0000,Neutral,---,---,,---,0.0043,-0.0196,0.6311,0.1194,0.0032,0.0113,0.001127,IDLE,"109,47,188,141",-0.1556,0.0000
12,0.400,haar,0.0000,Neutral,---,---,,---,0.0014,-0.0326,0.6245,0.1167,0.0091,0.0103,-0.000811,IDLE,"109,47,188,141",-0.1556,0.0000
13,0.433,haar,0.0000,Neutral,---,---,,---,0.0012,-0.0282,0.6666,0.1128,0.0941,0.0095,-0.000998,IDLE,"109,47,188,141",-0.1605,0.0000
14,0.467,haar,0.0000,Neutral,---,---,,---,0.0004,-0.0074,0.6207,0.1211,0.1058,0.0089,-0.000676,IDLE,"109,47,188,141",-0.1865,0.0000
15,0.500,haar,0.0000,Neutral,CONC,---,,---,0.0005,-0.0012,0.6113,0.0383,0.0000,0.0083,-0.000658,IDLE,"109,47,188,141",-0.1936,0.0000
16,0.533,haar,0.0294,Neutral,---,---,,---,0.0004,0.0882,0.4791,0.1022,0.1232,0.0096,-0.000421,IDLE,"109,46,188,141",-0.1256,0.0000
17,0.567,haar,0.0088,Neutral,---,---,,---,0.0012,0.0243,0.5854,0.0814,0.1493,0.0095,-0.000343,IDLE,"109,45,188,141",-0.0784,0.0000
18,0.600,haar,0.0092,Neutral,---,---,,---,0.0012,0.0256,0.5835,0.0783,0.0526,0.0095,-0.000264,IDLE,"109,45,187,141",-0.0759,0.0000
19,0.633,mp,0.0000,Neutral,---,---,,---,0.0146,-0.0551,0.5660,0.0687,0.2031,0.0090,-0.000338,IDLE,"109,44,187,141",-0.0446,0.0000
20,0.667,mp,0.0000,Neutral,---,---,,---,0.0055,-0.1197,0.6690,0.0682,0.1592,0.0086,-0.000270,IDLE,"109,45,187,142",-0.0385,0.0000
21,0.700,haar,0.0578,Neutral,---,---,,---,0.0367,0.0953,0.4855,0.0646,0.3742,0.0109,0.000058,IDLE,"109,44,188,142",-0.0309,0.0000
22,0.733,haar,0.0367,Neutral,---,---,,---,0.0189,0.0707,0.5768,0.0645,0.1247,0.0121,0.000254,IDLE,"110,44,189,142",-0.0301,0.0000
23,0.767,haar,0.0208,Neutral,---,---,,---,0.0194,0.0192,0.6016,0.0730,0.1744,0.0125,0.000360,IDLE,"111,43,189,142",-0.0531,0.0000
24,0.800,mp,0.0000,Neutral,---,---,,---,0.0049,-0.0724,0.6541,0.0756,0.3124,0.0119,0.000367,IDLE,"112,43,189,141",-0.0609,0.0000
25,0.833,haar,0.0373,Neutral,---,---,,---,0.0283,0.0488,0.5348,0.0837,0.0409,0.0130,0.000337,IDLE,"112,43,190,140",-0.0884,0.0000
26,0.867,haar,0.0628,Neutral,---,---,,---,0.0456,0.0850,0.4523,0.0943,0.4684,0.0149,0.000533,IDLE,"113,43,190,140",-0.0872,0.0000
27,0.900,haar,0.0103,Neutral,---,---,,---,0.0195,-0.0142,0.5915,0.0966,0.2440,0.0147,0.000518,IDLE,"113,43,190,140",-0.0759,0.0000
28,0.933,mp,0.0000,Neutral,---,---,,---,0.0104,-0.0319,0.5721,0.1156,0.0117,0.0142,0.000516,IDLE,"113,44,190,140",-0.1250,0.0000
29,0.967,haar,0.0000,Sadness,---,---,,---,0.0020,-0.2231,0.5113,0.1722,0.1947,0.0137,0.000512,IDLE,"113,46,190,141",-0.1352,0.0001
30,1.000,haar,0.0000,Sadness,---,---,,---,0.0018,-0.1081,0.4103,0.1853,0.0746,0.0132,0.000232,IDLE,"112,46,189,141",-0.1146,0.0001
31,1.033,mp,0.0000,Neutral,---,---,,---,0.0009,-0.1379,0.5716,0.1658,0.1365,0.0128,0.000072,IDLE,"111,47,187,140",-0.1237,0.0001
32,1.067,mp,0.0000,Neutral,---,---,,---,0.0006,-0.0898,0.5270,0.1957,1.4258,0.0124,-0.000005,IDLE,"109,47,184,138",-0.1740,0.0003
33,1.100,mp,0.0000,Neutral,---,---,,---,0.0005,-0.0301,0.5925,0.1717,0.1527,0.0120,0.000009,IDLE,"106,47,182,138",-0.1377,0.0003
34,1.133,mp,0.0000,Neutral,---,---,,---,0.0006,-0.0051,0.5576,0.1756,0.0009,0.0117,-0.000128,IDLE,"105,47,181,138",-0.1560,0.0001
35,1.167,haar,0.0359,Neutral,CONC,---,,---,0.0007,0.1134,0.6135,0.0417,0.1168,0.0124,-0.000250,IDLE,"103,48,178,138",-0.1851,0.0002
36,1.200,mp,0.0000,Neutral,CONC,---,,---,0.0049,-0.0319,0.6735,0.0399,0.1016,0.0120,-0.000268,IDLE,"100,50,174,138",-0.1801,0.0019
37,1.233,mp,0.0000,Neutral,CONC,---,,---,0.0036,-0.0451,0.7187,0.0404,0.2318,0.0117,-0.000248,IDLE,"100,50,172,138",-0.2375,0.0028
38,1.267,mp,0.0058,Neutral,CONC,---,,---,0.0063,0.0039,0.6878,0.0399,0.0122,0.0115,-0.000214,IDLE,"99,51,169,139",-0.2679,0.0008
39,1.300,mp,0.0057,Neutral,CONC,---,,---,0.0064,0.0035,0.6853,0.0390,0.0548,0.0114,-0.000184,IDLE,"99,51,169,139",-0.2591,0.0019
40,1.333,mp,0.0201,Neutral,CONC,---,,---,0.0052,0.0526,0.5793,0.0339,0.2808,0.0116,-0.000119,IDLE,"99,51,166,137",-0.2060,0.0133
41,1.367,mp,0.0255,Neutral,CONC,---,,---,0.0019,0.0775,0.5565,0.0348,0.0973,0.0120,-0.000045,IDLE,"99,48,165,136",-0.2413,0.0145
42,1.400,mp,0.0161,Neutral,CONC,---,,---,0.0066,0.0365,0.6275,0.0309,0.1315,0.0120,0.000002,IDLE,"98,47,165,135",-0.2390,0.0213
43,1.433,mp,0.0089,Neutral,CONC,---,,---,0.0052,0.0164,0.6531,0.0361,0.1713,0.0120,0.000030,IDLE,"98,47,164,135",-0.2926,0.0206
44,1.467,mp,0.0439,Neutral,CONC,---,,---,0.0062,0.1257,0.5504,0.0455,0.1949,0.0127,0.000033,IDLE,"98,47,163,136",-0.3466,0.0041
45,1.500,mp,0.0519,Neutral,CONC,---,,---,0.0072,0.1487,0.4898,0.0461,0.0814,0.0136,0.000155,IDLE,"98,48,163,136",-0.3730,0.0048
46,1.533,mp,0.0399,Neutral,CONC,---,,---,0.0087,0.1075,0.5558,0.0415,0.0261,0.0141,0.000245,IDLE,"97,49,164,138",-0.3427,0.0019
47,1.567,mp,0.0282,Neutral,CONC,---,,---,0.0064,0.0753,0.5921,0.0424,0.1724,0.0144,0.000290,IDLE,"97,50,163,138",-0.3240,0.0045
48,1.600,mp,0.0305,Neutral,CONC,---,,---,0.0081,0.0788,0.5888,0.0398,0.0769,0.0148,0.000338,IDLE,"97,50,162,137",-0.3257,0.0133
49,1.633,mp,0.0277,Neutral,CONC,---,,---,0.0074,0.0713,0.5931,0.0415,0.1451,0.0150,0.000343,IDLE,"97,50,163,137",-0.3193,0.0156
50,1.667,mp,0.0261,Neutral,CONC,---,,---,0.0044,0.0734,0.6308,0.0393,0.2592,0.0153,0.000331,IDLE,"97,49,163,137",-0.2328,0.0152
51,1.700,mp,0.0333,Neutral,CONC,---,,---,0.0055,0.0936,0.5781,0.0442,0.1528,0.0159,0.000388,IDLE,"98,49,163,136",-0.2605,0.0076
52,1.733,mp,0.0393,Neutral,CONC,---,,---,0.0069,0.1092,0.5521,0.0444,0.0293,0.0167,0.000474,IDLE,"98,49,162,136",-0.2922,0.0060
53,1.767,mp,0.0205,Neutral,CONC,---,,---,0.0046,0.0550,0.6270,0.0436,0.0000,0.0160,0.000332,IDLE,"97,49,163,137",-0.3271,0.0016
54,1.800,mp,0.0357,Neutral,CONC,---,,---,0.0076,0.0960,0.5731,0.0459,0.4158,0.0163,0.000271,IDLE,"97,50,163,137",-0.3110,0.0022
55,1.833,mp,0.0273,Neutral,CONC,---,,---,0.0072,0.0703,0.6059,0.0447,0.0048,0.0168,0.000268,IDLE,"97,50,163,138",-0.3126,0.0025
56,1.867,mp,0.0351,Neutral,CONC,---,,---,0.0046,0.1014,0.5844,0.0433,0.0734,0.0173,0.000286,IDLE,"97,50,163,138",-0.2974,0.0044
57,1.900,mp,0.0418,Neutral,CONC,---,,---,0.0049,0.1223,0.5525,0.0410,0.0386,0.0180,0.000321,IDLE,"99,49,165,137",-0.2448,0.0042
58,1.933,mp,0.0460,Neutral,CONC,---,,---,0.0065,0.1315,0.4983,0.0442,0.1111,0.0188,0.000373,IDLE,"99,48,165,136",-0.2859,0.0025
59,1.967,mp,0.0231,Neutral,---,---,,---,0.0033,0.0588,0.6202,0.1588,0.6804,0.0191,0.000385,IDLE,"100,48,168,136",-0.2480,0.0051
60,2.000,mp,0.0069,Neutral,---,---,,---,0.0018,0.0157,0.5091,0.1556,0.4548,0.0190,0.000303,IDLE,"101,48,171,136",-0.1531,0.0035
61,2.033,mp,0.0057,Neutral,CONC,---,,---,0.0018,0.0142,0.5114,0.0439,0.0554,0.0191,0.000236,IDLE,"101,48,171,136",-0.1395,0.0026
62,2.067,mp,0.0091,Neutral,---,---,,---,0.0016,0.0231,0.5760,0.1289,0.1774,0.0193,0.000324,IDLE,"102,46,175,136",-0.0640,0.0011
63,2.100,mp,0.0257,Neutral,---,---,,---,0.0032,0.0668,0.5005,0.1516,2.0291,0.0198,0.000350,IDLE,"105,44,178,135",-0.1257,0.0008
64,2.133,mp,0.0225,Neutral,---,---,,---,0.0021,0.0598,0.4901,0.1568,0.5101,0.0202,0.000340,IDLE,"105,43,180,135",-0.1383,0.0014
65,2.167,mp,0.0036,Neutral,CONC,---,,---,0.0014,0.0082,0.6285,0.0454,0.2539,0.0203,0.000299,IDLE,"108,41,182,133",-0.2124,0.0003
66,2.200,mp,0.0057,Neutral,---,---,,---,0.0012,0.0133,0.6062,0.1668,0.4046,0.0198,0.000183,IDLE,"108,40,183,133",-0.1371,0.0009
67,2.233,mp,0.0000,Neutral,---,---,,---,0.0004,-0.1218,0.6983,0.1094,0.0946,0.0196,0.000088,IDLE,"111,40,184,132",-0.0578,0.0006
68,2.267,haar,0.0103,Neutral,---,---,,---,0.0014,0.0282,0.6287,0.0985,0.0806,0.0197,0.000055,IDLE,"112,40,185,133",-0.0375,0.0013
69,2.300,mp,0.0000,Neutral,---,---,,---,0.0004,-0.0972,0.7383,0.1161,0.0000,0.0197,0.000070,IDLE,"111,41,185,134",-0.0707,0.0020
70,2.333,mp,0.0000,Neutral,---,---,,---,0.0005,-0.1141,0.7050,0.1237,0.3088,0.0197,0.000059,IDLE,"112,41,186,134",-0.0738,0.0044
71,2.367,mp,0.0000,Neutral,---,---,,---,0.0006,-0.0708,0.7038,0.1143,0.0111,0.0185,-0.000075,IDLE,"111,42,186,135",-0.0650,0.0018
72,2.400,haar,0.0000,Neutral,---,---,,---,0.0004,-0.0366,0.6860,0.1123,0.2686,0.0178,-0.000200,IDLE,"112,41,187,134",-0.0827,0.0009
73,2.433,haar,0.0000,Neutral,---,---,,---,0.0004,-0.0271,0.6719,0.1069,0.0200,0.0174,-0.000286,IDLE,"112,41,186,134",-0.0835,0.0005
74,2.467,haar,0.0000,Neutral,---,---,,---,0.0006,-0.0497,0.7245,0.1048,0.1878,0.0174,-0.000293,IDLE,"113,40,187,134",-0.0703,0.0004
75,2.500,haar,0.0000,Neutral,---,---,,---,0.0004,-0.0881,0.7177,0.1146,0.1424,0.0166,-0.000320,IDLE,"112,41,187,134",-0.0721,0.0008
76,2.533,haar,0.0000,Neutral,---,---,,---,0.0004,-0.0883,0.7179,0.1162,0.1690,0.0154,-0.000428,IDLE,"112,41,187,134",-0.0697,0.0004
77,2.567,mp,0.0000,Neutral,---,---,,---,0.0003,-0.0050,0.6593,0.1265,0.3156,0.0152,-0.000451,IDLE,"111,41,186,135",-0.0964,0.0006
78,2.600,mp,0.0000,Neutral,---,---,,---,0.0007,-0.0843,0.7687,0.1135,0.0148,0.0152,-0.000451,IDLE,"111,41,186,136",-0.0805,0.0002
79,2.633,mp,0.0000,Neutral,---,---,,---,0.0005,-0.0483,0.7408,0.1092,0.0066,0.0152,-0.000451,IDLE,"111,41,186,136",-0.0812,0.0002
80,2.667,haar,0.0026,Neutral,---,---,,---,0.0003,0.0072,0.6309,0.1196,0.4233,0.0152,-0.000330,IDLE,"112,41,186,134",-0.1399,0.0002
81,2.700,haar,0.0000,Neutral,---,---,,---,0.0004,-0.0193,0.7528,0.1213,0.0688,0.0152,-0.000257,IDLE,"112,40,187,134",-0.1353,0.0002
82,2.733,haar,0.0000,Neutral,---,---,,---,0.0004,-0.0201,0.7548,0.1218,0.0133,0.0152,-0.000216,IDLE,"112,39,187,134",-0.1273,0.0002
83,2.767,haar,0.0000,Neutral,---,---,,---,0.0018,-0.0626,0.7575,0.1252,0.1896,0.0152,-0.000216,IDLE,"112,40,187,135",-0.1353,0.0004
84,2.800,mp,0.0000,Neutral,---,---,,---,0.0003,-0.0655,0.7357,0.1152,0.1433,0.0152,-0.000141,IDLE,"112,41,187,136",-0.1339,0.0006
85,2.833,mp,0.0000,Neutral,---,---,,---,0.0003,-0.0522,0.7421,0.0989,0.3350,0.0145,-0.000087,IDLE,"111,41,187,136",-0.1436,0.0007
86,2.867,haar,0.0135,Neutral,---,---,,---,0.0010,0.0383,0.6662,0.1043,0.1388,0.0148,-0.000040,IDLE,"112,41,187,135",-0.1706,0.0003
87,2.900,haar,0.0161,Neutral,---,---,,---,0.0010,0.0462,0.6181,0.1014,0.2188,0.0151,-0.000008,IDLE,"113,39,187,133",-0.1679,0.0002
88,2.933,mp,0.0000,Neutral,---,---,,---,0.0006,-0.0564,0.7763,0.1040,0.0106,0.0150,-0.000019,IDLE,"113,39,187,133",-0.1691,0.0004
89,2.967,haar,0.0000,Neutral,---,---,,---,0.0012,-0.0630,0.7261,0.0821,0.1802,0.0149,-0.000036,IDLE,"114,38,188,132",-0.1064,0.0002
90,3.000,haar,0.0000,Neutral,---,---,,---,0.0009,-0.0288,0.7038,0.0799,0.0240,0.0144,-0.000076,IDLE,"114,38,188,132",-0.0936,0.0005
91,3.033,haar,0.0000,Neutral,---,---,,---,0.0010,-0.0181,0.6890,0.0783,0.1209,0.0139,-0.000127,IDLE,"114,38,188,132",-0.0827,0.0007
92,3.067,haar,0.0000,Neutral,---,---,,---,0.0012,-0.0635,0.7343,0.0819,0.0000,0.0136,-0.000159,IDLE,"115,38,188,133",-0.0968,0.0004
93,3.100,haar,0.0000,Neutral,---,---,,---,0.0024,-0.0643,0.7536,0.0831,0.0149,0.0134,-0.000177,IDLE,"115,38,188,133",-0.1015,0.0003
94,3.133,haar,0.0000,Neutral,---,---,,---,0.0016,-0.0371,0.7426,0.0853,0.1843,0.0126,-0.000193,IDLE,"115,38,189,132",-0.1036,0.0002
95,3.167,haar,0.0000,Neutral,---,---,,---,0.0023,-0.0728,0.7710,0.0837,0.2097,0.0115,-0.000324,IDLE,"116,37,189,130",-0.1007,0.0002
96,3.200,haar,0.0095,Neutral,---,---,,---,0.0044,0.0188,0.6271,0.0858,0.1106,0.0109,-0.000417,IDLE,"116,37,189,130",-0.1139,0.0003
97,3.233,haar,0.0087,Neutral,---,---,,---,0.0043,0.0168,0.6292,0.0890,0.0559,0.0105,-0.000444,IDLE,"116,37,189,130",-0.1259,0.0002
98,3.267,haar,0.0233,Neutral,---,---,,---,0.0076,0.0539,0.6088,0.0856,0.0054,0.0104,-0.000447,IDLE,"116,37,189,131",-0.1102,0.0002
99,3.300,haar,0.0258,Neutral,---,---,,---,0.0123,0.0506,0.5287,0.0854,0.2435,0.0103,-0.000410,IDLE,"115,37,189,131",-0.1009,0.0002
100,3.333,haar,0.0484,Neutral,---,---,,---,0.0165,0.1097,0.4399,0.0893,0.7032,0.0108,-0.000315,IDLE,"115,37,189,132",-0.0969,0.0003
101,3.367,haar,0.0583,Surprise,---,---,,---,0.0312,0.1073,0.4955,0.0791,0.2996,0.0113,-0.000233,IDLE,"114,38,189,132",-0.0569,0.0003
102,3.400,mp,0.0000,Neutral,---,---,,---,0.0179,-0.0559,0.4973,0.0822,0.3260,0.0105,-0.000294,IDLE,"114,39,189,133",-0.0306,0.0003
103,3.433,mp,0.0008,Neutral,---,---,,---,0.0173,-0.0379,0.4947,0.0883,0.4315,0.0101,-0.000245,IDLE,"114,39,188,133",-0.0307,0.0005
104,3.467,haar,0.0298,Surprise,---,---,,---,0.0244,0.0338,0.5656,0.0967,1.7362,0.0100,-0.000153,IDLE,"114,39,189,133",-0.0295,0.0002
